iter	RMSE
819	1191.198453
820	1190.156172
821	1189.159932
822	1188.404662
823	1187.334315
824	1186.434201
825	1185.265567
826	1184.863517
827	1183.691957
828	1182.421627
829	1182.001937
830	1181.159977
831	1180.602053
832	1180.456523
833	1179.538033
834	1179.10762
835	1178.570529
836	1177.542461
837	1176.745276
838	1176.083709
839	1175.071467
840	1174.090106
841	1173.367677
842	1172.304768
843	1172.047198
844	1171.329024
845	1170.685078
846	1170.093162
847	1169.201031
848	1168.257613
849	1167.195416
850	1166.672739
851	1165.694707
852	1165.044424
853	1164.355522
854	1163.857275
855	1163.137467
856	1162.27002
857	1161.1138
858	1160.09304
859	1159.217209
860	1157.936402
861	1157.313875
862	1156.519551
863	1155.707522
864	1154.774183
865	1153.489902
866	1152.919906
867	1152.116567
868	1151.294715
869	1150.39311
870	1149.626042
871	1148.103006
872	1147.537247
873	1146.691136
874	1146.07532
875	1144.932445
876	1144.087884
877	1143.045804
878	1142.016933
879	1141.343144
880	1140.700088
881	1139.787288
882	1138.564694
883	1137.752089
884	1136.510913
885	1135.11997
886	1134.457593
887	1134.393052
888	1133.680167
889	1132.853728
890	1132.496981
891	1131.95036
892	1131.479659
893	1131.100989
894	1130.734453
895	1129.804689
896	1129.311461
897	1128.317278
898	1127.953149
899	1126.567716
900	1126.131119
901	1125.226368
902	1124.679928
903	1124.289602
904	1123.024795
905	1121.928166
906	1121.229209
907	1120.35012
908	1119.720214
909	1118.55071
910	1117.992832
911	1117.629371
912	1116.703734
913	1116.007652
914	1115.453287
915	1114.405197
916	1113.725805
917	1112.670569
918	1111.596022
919	1110.895576
920	1109.864074
921	1109.402167
922	1108.414523
923	1107.66179
924	1107.237569
925	1106.377621
926	1106.185388
927	1105.737842
928	1105.056623
929	1104.023673
930	1102.960803
931	1102.150135
932	1101.389481
933	1100.315111
934	1099.766784
935	1099.339068
936	1098.150004
937	1097.364191
938	1096.348667
939	1095.959045
940	1094.88369
941	1094.424051
942	1093.63712
943	1092.705889
944	1091.471404
945	1090.62809
946	1089.671341
947	1088.548832
948	1088.019629
949	1086.954852
950	1086.234659
951	1085.419104
952	1084.544803
953	1083.601853
954	1082.709914
955	1081.853678
956	1081.125544
957	1080.071977
958	1079.160912
959	1078.611147
960	1077.722496
961	1077.11645
962	1076.41954
963	1075.268921
964	1074.415613
965	1073.342604
966	1072.692063
967	1072.131542
968	1071.440349
969	1071.03315
970	1070.139379
971	1069.068919
972	1068.36073
973	1068.135624
974	1067.405816
975	1066.570911
976	1066.3968
977	1065.362405
978	1064.63644
979	1064.141321
980	1063.486177
981	1062.68521
982	1061.900603
983	1060.992955
984	1060.543672
985	1060.265512
986	1060.160642
987	1059.586038
988	1059.123655
989	1058.32937
990	1057.781183
991	1056.989403
992	1056.115429
993	1055.379492
994	1054.577903
995	1053.901897
996	1053.504613
997	1052.706448
998	1051.92732
999	1051.148252
